keyword;score;category;source_ref
Kaliumbenzoat, E212;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r44
Kaliumcarbonat, Kaliumkarbonat, E501;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r45
Kaliumcitrat, E332;1;Getränke;SIGHI_FoodList_2024-08-29_p31_r46
Kaliumdisulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r47
Kaliumhydrogensulfit, E228;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r48
Kaliumlactat, E326;0;Getränke;SIGHI_FoodList_2024-08-29_p31_r49
Kaliummetabisulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p31_r50
Kaliumnitrat, Salpeter, Kalisalpeter, Bengalsalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r13
Kaliumnitrit, Salpetrigsaures Kalium, E249;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r15
Kaliumphosphate, E340;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r16
Kaliumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r17
Kaliumpropionat, E283;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r18
Kaliumpyrosulfit, E224;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r19
Kaliumsorbat, E202;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r20
Kaliumsulfit, E225;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r21
Kaliumtartrat, E336;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r22
Kalziumacetat, Calciumacetat, Calciumethanoat, E263;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r23
Kalziumalginat, Calciumalginat, E404;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r24
Kalziumglutamat, E623;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r25
Karaya, Karayagummi, Indischer Traganth, E416;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r26
Karmesin, Azorubin, E122;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r27
Karmin, Cochenille, E120;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r28
Karrageen, Karragheen, E407, E407a;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r29
Karubenmehl, Johannisbrotkernmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r30
Kohle, Pflanzenkohle, Holzkohle, E153;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r32
Kohlensäure H2CO3, gelöstes CO2 in;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r33
Kolliphor® EL, Cremophor EL, Macrogolglycerol;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r35
kupferhaltige Komplexe der Chlorophylle und;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r38
Lecithine, Lezithine, E322;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r40
Litholrubin BK, E180;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r41
Lutein, E161b;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r42
Lycopin, Lycopen, Leukopin, E160d, C.I. 75125, C.I.;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r43
Lysozym, Muramidase, E1105;?;Getränke;SIGHI_FoodList_2024-08-29_p32_r45
Magnesiumcarbonat, E504;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r46
Magnesiumdiglutamat, Magnesiumglutamat, E625;2;Getränke;SIGHI_FoodList_2024-08-29_p32_r47
Mannit, Mannitol, E421;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r48
Menthol;1;Getränke;SIGHI_FoodList_2024-08-29_p32_r49
Methylcellulose, Methylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p32_r50
Methylparaben, E218, E219;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r13
mikrokristalline Cellulose, Cellulosepulver, E460;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r14
Milchsäure, 2-Hydroxypropansäure, 2-;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r15
Mineralwasser mit Kohlensäure;1;Getränke;SIGHI_FoodList_2024-08-29_p33_r18
modifizierte Stärke;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r19
Monoammoniumglutamat, Ammoniumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r20
Monokaliumglutamat, Kaliumglutamat, E622;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r22
Mononatriumglutamat, Natriumglutamat,;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r23
Natamycin, E235;?;Getränke;SIGHI_FoodList_2024-08-29_p33_r25
Natriumacetat, E262;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r26
Natriumalginat, E401;1;Getränke;SIGHI_FoodList_2024-08-29_p33_r27
Natriumalginat, E402;1;Getränke;SIGHI_FoodList_2024-08-29_p33_r28
Natriumascorbat, E301;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r29
Natriumbenzoat, E211;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r30
Natriumbisulfit, E222;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r31
Natriumcalciumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r32
Natriumcarbonat, Natriumkarbonat, Soda, E500;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r33
Natriumdisulfit, E223;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r34
Natriumhydrogensulfit, E222;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r35
Natriumisoascorbat, Natriumerythorbat, E316;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r36
Natriumlactat, E325;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r37
Natriummetabisulfit, E223;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r38
Natriumnitrat, Natronsalpeter, Chilesalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p33_r39
Natriumnitrit, E250;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r41
Natriumorthophenylphenolat, E232;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r42
Natriumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r43
Natriumpropionat, E281;?;Getränke;SIGHI_FoodList_2024-08-29_p33_r44
Natriumpyrosulfit, E223;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r45
Natriumsulfit, E221;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r46
Natriumtartrat, E335;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r47
Natron, Natriumhydrogencarbonat,;0;Getränke;SIGHI_FoodList_2024-08-29_p33_r48
Nisin, E234;?;Getränke;SIGHI_FoodList_2024-08-29_p33_r51
Octylgallat, E311;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r52
Orthophenylphenol, E231;2;Getränke;SIGHI_FoodList_2024-08-29_p33_r53
Parabene = PHB-Ester, E214-E219, Methyl-, Ethyl-,;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r13
Patentblau V, E131;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r15
Pektin, Pektine, amidiertes Pektin, E440;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r16
Pflanzenkohle, Holzkohle, E153;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r17
Polydextrose, E1200;?;Getränke;SIGHI_FoodList_2024-08-29_p34_r18
Polydimethylsiloxan, Dimeticon, Dimethicone,;?;Getränke;SIGHI_FoodList_2024-08-29_p34_r19
Polyvinylpolypyrrolidon, E1202;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r21
Polyvinylpyrrolidon, Povidon, Polyvidone, E1201;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r22
Povidon, Polyvinylpyrrolidon, Polyvidone, E1201;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r23
Propionsäure, Propansäure, Ethancarbonsäure,;?;Getränke;SIGHI_FoodList_2024-08-29_p34_r24
Propylenglycolalginat, Alginat, E405;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r27
Riboflavin-5-Phosphat, E101a;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r28
Rot 2G, E128;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r29
Salicylat, Salicylsäure;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r30
Salzsäure, Chlorwasserstoffsäure, acidum;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r31
Schwefeldioxid E220;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r33
Seifenkrautextrakt (als Zutat in Halva);0;Getränke;SIGHI_FoodList_2024-08-29_p34_r34
Silber, E174;?;Getränke;SIGHI_FoodList_2024-08-29_p34_r35
Sorbate (=Salze der Sorbinsäure): Kaliumsorbat, E202,;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r36
Sorbinsäure, E200;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r38
Stärke (Kartoffelstärke, Maisstärke, Reisstärke,;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r39
Sterculia-Gummi, Karayagummi, E416;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r41
Steviosid, Steviol-Glykosid, E960;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r42
Sucralose, E955;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r43
Sulfite, E220 - E228;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r44
Tartrazin, E102;3;Getränke;SIGHI_FoodList_2024-08-29_p34_r45
tert-Butylhydrochinon, 2-tert-Butylhydrochinon,;?;Getränke;SIGHI_FoodList_2024-08-29_p34_r46
Titandioxid, Titan(IV)-oxid, E171;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r48
Tocopherol, Vitamin E, E306;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r50
Traganth, Tragant, E413;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r51
Triammoniumcitrat, Ammoniumcitrat, E380;1;Getränke;SIGHI_FoodList_2024-08-29_p34_r52
Urotropin, Hexamethylentetramin, Methenamin,;2;Getränke;SIGHI_FoodList_2024-08-29_p34_r53
Vanillin (synthetisch), Vanillinzucker;0;Getränke;SIGHI_FoodList_2024-08-29_p34_r55
Vitamin C, E300;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r13
Vitamin E, alpha-Tocopherol, E307;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r15
Vitamin E, delta-Tocopherol, E309;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r16
Vitamin E, gamma-Tocopherol, E308;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r17
Vitamin E, Tocopherol, E306;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r18
Weinsäure, E334;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r19
Weinsteinbackpulver, E336;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r20
Weizenkleber, Gluten;1;Getränke;SIGHI_FoodList_2024-08-29_p35_r21
Xanthan, Xantan, E415;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r22
Zellulose, Cellulose, mikrokristalline Cellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r23
Zinkacetat, E650;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r25
Zitronensäure E330;1;Getränke;SIGHI_FoodList_2024-08-29_p35_r26
Zuckercouleur, Zuckerkulör, E150, E150a;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r28
Zuckercouleur: Ammoniak-Zuckerkulör, E150c;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r29
Zuckercouleur: Ammoniumsulfit-Zuckerkulör, E150d;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r30
Zuckercouleur: Sulfitlaugen-Zuckerkulör, E150b;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r31
Calcium;1;Getränke;SIGHI_FoodList_2024-08-29_p35_r33
Calcium, Kalzium;1;Getränke;SIGHI_FoodList_2024-08-29_p35_r35
Folsäure, Folat, Vitamin B9;2;Getränke;SIGHI_FoodList_2024-08-29_p35_r37
Guaraná (Paullinia cupana);2;Getränke;SIGHI_FoodList_2024-08-29_p35_r39
Iod, Jod;3;Getränke;SIGHI_FoodList_2024-08-29_p35_r40
Jodsalz, Iodsalz (Jodzusatz in Form von Kaliumiodid,;2;Getränke;SIGHI_FoodList_2024-08-29_p35_r41
Jodtabletten für den atomaren Störfall;3;Getränke;SIGHI_FoodList_2024-08-29_p35_r43
Kaliumiodat, Kaliumjodat;3;Getränke;SIGHI_FoodList_2024-08-29_p35_r44
Kaliumiodid, Kaliumjodid;3;Getränke;SIGHI_FoodList_2024-08-29_p35_r45
Kalzium, Calcium;1;Getränke;SIGHI_FoodList_2024-08-29_p35_r46
Kochsalz iodiert / jodiert;2;Getränke;SIGHI_FoodList_2024-08-29_p35_r48
Tannenschoss, Tannenknospen;0;Getränke;SIGHI_FoodList_2024-08-29_p35_r49
Theobromin;2;Getränke;SIGHI_FoodList_2024-08-29_p35_r50
Gerstenmalzmehl, Malzmehl;0;Getränke;SIGHI_FoodList_2024-08-29_p36_r13
Kimchi;2;Getränke;SIGHI_FoodList_2024-08-29_p36_r15
"Lakritze, ""Bärendreck""";2;Getränke;SIGHI_FoodList_2024-08-29_p36_r17
Malzmehl, Gerstenmalzmehl;0;Getränke;SIGHI_FoodList_2024-08-29_p36_r18
Marzipan;1;Getränke;SIGHI_FoodList_2024-08-29_p36_r20
Schokolade, braun / schwarz / dunkel;2;Getränke;SIGHI_FoodList_2024-08-29_p36_r22
Schokolade, weiss;1;Getränke;SIGHI_FoodList_2024-08-29_p36_r23
Seitan;1;Getränke;SIGHI_FoodList_2024-08-29_p36_r24
Senf (Zubereitung);2;Getränke;SIGHI_FoodList_2024-08-29_p36_r25
Tofu;2;Getränke;SIGHI_FoodList_2024-08-29_p36_r26
weiße Schokolade;1;Getränke;SIGHI_FoodList_2024-08-29_p36_r27
