sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
649;Calciumacetat, Calciumethanoat, Kalziumacetat, E262;0;Getränke;SIGHI_FoodList_2024-08-29_p23_r52;
650;Calciumalginat, E404;1;Getränke;SIGHI_FoodList_2024-08-29_p23_r53;
651;Calciumascorbat, Calciumdiascorbat, Calcium-L-;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r13;"170985|Babynahrung, Saft, Apfel, mit Kalzium|Babyfood, juice, apple, with calcium ;; 171273|Milch, trocken, fettfrei, kalziumreduziert|Milk, dry, nonfat, calcium reduced ;; 170984|Babynahrung, Saft, Fruchtpunsch, mit Kalzium|Babyfood, juice, fruit punch, with calcium ;; 174304|Tofu, gebraten, zubereitet mit Calciumsulfat|Tofu, fried, prepared with calcium sulfate ;; 172475|Tofu, roh, fest, zubereitet mit Calciumsulfat|Tofu, raw, firm, prepared with calcium sulfate"
652;Calciumbenzoat, E213;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r15;
653;Calciumcarbonat, Kalziumkarbonat, Kalk, E170;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r16;
654;Calciumcitrat, E333;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r17;
655;Calciumdiglutamat, Calciumglutamat, E623;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r19;
656;Calciumhydrogensulfit, E227;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r20;
657;Calciumlactat, Kalziumlaktat, E327;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r21;
658;Calciumphosphate, E340;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r22;
659;Calciumpolyphosphat, E452;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r23;
660;Calciumpropionat, Calciumdipropionat, E282;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r24;"174899|Bagels, normal, angereichert, mit Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame) ;; 175049|Bagels, einfach, angereichert, ohne Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame) ;; 175063|Englische Muffins, einfach, angereichert, ohne Calciumpropionat (einschließlich Sauerteig)|English muffins, plain, enriched, without calcium propionate(includes sourdough) ;; 172828|Englische Muffins, glatt, nicht angereichert, mit Calciumpropionat (einschließlich Sauerteig)|English muffins, plain, unenriched, with calcium propionate (includes sourdough) ;; 175050|Bagels, normal, nicht angereichert, mit Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)"
661;Calciumsorbat, E203;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r25;
662;Calciumsulfit, E226;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r26;
663;Canthaxanthin, E161g;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r27;
664;Capsanthin, Paprikaextrakt, E160c;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r28;
665;Carob, Carobpulver;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r29;"174114|Getränke, Getränkemischung mit Johannisbrotgeschmack, Pulver|Beverages, Carob-flavor beverage mix, powder ;; 174115|Getränke, Getränkemischung mit Johannisbrotgeschmack, Pulver, zubereitet mit Vollmilch|Beverages, Carob-flavor beverage mix, powder, prepared with whole milk ;; 167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 173755|Johannisbrotmehl|Carob flour"
666;Carotine, Beta-Carotin, β-Carotin, E160a;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r30;
667;Carrageen, Carragaheen, E407, E407a;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r31;
668;Carubin, Carubenmehl, E410;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r32;"2003586|Mehl, 00|Flour, 00 ;; 172023|Hirsemehl|Millet flour ;; 2512376|Mehl, Gerste|Flour, barley ;; 2512377|Mehl, Maniok|Flour, cassava ;; 2512372|Mehl, Quinoa|Flour, quinoa"
669;Cellulose, Cellulosepulver, mikrokristalline Cellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r34;"167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 173429|Ei-Ersatz, Pulver|Egg substitute, powder ;; 171319|Gewürze, Chilipulver|Spices, chili powder ;; 170924|Gewürze, Currypulver|Spices, curry powder"
670;Celluloseethylether, Ethylcellulose, Ethylzellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r36;
671;Cellulosemethylether, Methylcellulose,;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r38;
672;Chinin (z.B. in Bitterlemon, Tonic Water);2;Getränke;SIGHI_FoodList_2024-08-29_p24_r40;"171869|Getränke, kohlensäurehaltig, Tonic Water|Beverages, carbonated, tonic water ;; 169301|Wasserwinde, roh|Water convolvulus,raw ;; 167765|Wassermelone, roh|Watermelon, raw ;; 170068|Brunnenkresse, roh|Watercress, raw ;; 171856|Kekse, Wasserplätzchen|Crackers, water biscuits"
673;Chinolingelb;3;Getränke;SIGHI_FoodList_2024-08-29_p24_r41;
674;Chinolingelb, E104;3;Getränke;SIGHI_FoodList_2024-08-29_p24_r42;
675;Citronensäure E330;1;Getränke;SIGHI_FoodList_2024-08-29_p24_r43;
676;Cochenille, Karmin, E120;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r45;
677;Cochenillerot A, Ponceau 4R, E124;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r46;
678;Curcumin, E100;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r47;
679;delta-Tocopherol, Vitamin E, E309;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r48;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
680;Dimethyldicarbonat, Dimethylpyrocarbonat,;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r49;
681;Dimeticon, Dimethicone, Dimethylpolysiloxan,;?;Getränke;SIGHI_FoodList_2024-08-29_p24_r51;
682;Dodecylgallat, E312;2;Getränke;SIGHI_FoodList_2024-08-29_p24_r53;
683;E100, Curcumin;0;Getränke;SIGHI_FoodList_2024-08-29_p24_r54;
684;E101a, Riboflavin-5-Phosphat;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r13;172804|Backtriebmittel, Backpulver, doppelt wirkend, reines Phosphat|Leavening agents, baking powder, double-acting, straight phosphate
685;E102, Tartrazin;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r14;
686;E110, Gelborange S;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r15;
687;E1103, Invertase, β-Fructofuranosidase, Saccharase;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r16;
688;E1105, Lysozym, Muramidase;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r17;
689;E120, Karmin, Cochenille;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r18;
690;E1200, Polydextrose;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r19;
691;E1201, Povidon, Polyvinylpyrrolidon, Polyvidone, 1-;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r20;
692;E1202, Polyvinylpolypyrrolidon;1;Getränke;SIGHI_FoodList_2024-08-29_p25_r23;
693;E122, Karmesin, Azorubin;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r24;
694;E123, Amaranth;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r25;"2512371|Mehl, Amaranth|Flour, amaranth ;; 168385|Amaranthblätter, roh|Amaranth leaves, raw ;; 170683|Amaranth-Körner, gekocht|Amaranth grain, cooked ;; 170682|Amaranth-Körner, ungekocht|Amaranth grain, uncooked ;; 168492|Amaranthblätter, gekocht, gekocht, abgetropft, mit Salz|Amaranth leaves, cooked, boiled, drained, with salt"
695;E124, Cochenillerot A, Ponceau 4R;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r29;
696;E127, Erythrosin;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r30;
697;E128, Azophloxin, Rot 2G;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r31;"172673|Brot, Ei|Bread, egg ;; 167944|Brot, Käse|Bread, cheese ;; 171849|Brot, Zimt|Bread, cinnamon ;; 171606|Fischbrühe|Fish broth ;; 172684|Brot, Roggen|Bread, rye"
698;E129, Allurarot AC, Food Red 17, CI 16035;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r32;"172694|Kuchen, Angelfood, kommerziell zubereitet|Cake, angelfood, commercially prepared ;; 172695|Kuchen, Angelfood, Trockenmischung, zubereitet|Cake, angelfood, dry mix, prepared ;; 172299|Babynahrung, Müsli, Reis, zubereitet mit Vollmilch|Babyfood, cereal, rice, prepared with whole milk ;; 172296|Babynahrung, Getreide, Gerste, zubereitet mit Vollmilch|Babyfood, cereal, barley, prepared with whole milk ;; 173529|Babynahrung, Getreide, gemischt, zubereitet mit Vollmilch|Babyfood, cereal, mixed, prepared with whole milk"
699;E131, Patentblau V;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r33;
700;E132, Indigokarmin, Indigocarmin, Indigotin I;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r34;
701;E133, Brillantblau FCF;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r35;
702;E140, Chlorophylle, Chlorophylline;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r36;
703;E141, kupferhaltige Komplexe der Chlorophylle und;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r37;
704;E142, Grün S, Brillantsäuregrün BS, C.I. 44090, C.I. Acid;?;Getränke;SIGHI_FoodList_2024-08-29_p25_r39;"323505|Grünkohl, roh|Kale, raw ;; 168421|Grünkohl, roh|Kale, raw ;; 2346407|Kohl, grün, roh|Cabbage, green, raw ;; 170419|Erbsen, grün, roh|Peas, green, raw ;; 2710823|Spargel, grün, roh|Asparagus, green, raw"
705;E150, E150a: Zuckercouleur;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r42;
706;E150b, Sulfitlaugen-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r43;
707;E150c, Ammoniak-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r44;
708;E150d: Ammoniumsulfit-Zuckerkulör;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r45;
709;E151, Brillantschwarz BN, Brillantschwarz FCF,;3;Getränke;SIGHI_FoodList_2024-08-29_p25_r46;
710;E153, Pflanzenkohle, Holzkohle;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r48;
711;E154, Braun FK;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r49;"168833|Zucker, braun|Sugars, brown ;; 168898|Reismehl, braun|Rice flour, brown ;; 1104812|Mehl, Reis, braun|Flour, rice, brown ;; 171565|Soße, braun, trocken|Gravy, brown, dry ;; 173155|Snacks, Chips aus braunem Reis|Snacks, brown rice chips"
712;E155, Braun HT, Braun HTK, C.I. 20285, C.I. Food;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r50;"169865|Babynahrung, Erbsen und brauner Reis|Babyfood, peas and brown rice ;; 169864|Babynahrung, Gemüse und brauner Reis, abgeseiht|Babyfood, vegetable and brown rice, strained ;; 169048|Babynahrung, Getreide, brauner Reis, trocken, Instant|Babyfood, cereal, brown rice, dry, instant ;; 169703|Reis, braun, langkörnig, roh (einschließlich Lebensmittel für das Food Distribution Program des USDA)|Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program) ;; 169706|Reis, braun, mittelkörnig, roh (einschließlich Lebensmittel für das Food Distribution Program des USDA)|Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)"
713;E160a, Carotine, Beta-Carotin, β-Carotin;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r52;
714;E160b, Bixin, Norbixin, Annatto;2;Getränke;SIGHI_FoodList_2024-08-29_p25_r53;172242|Gewürzmischung, trocken, Sazon, Koriander & Annatto|Seasoning mix, dry, sazon, coriander & annatto
715;E160c, Capsanthin, Paprikaextrakt;0;Getränke;SIGHI_FoodList_2024-08-29_p25_r54;
716;E160d, Lycopin, Lycopen, Leukopin, C.I. 75125, C.I.;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r13;
717;E160e, Beta-Apo-8-Carotinal, 8′-Apo-β-caroten-8′-al,;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r15;"167759|Sapodilla, roh|Sapodilla, raw ;; 167760|Sapote, Mamey, roh|Sapote, mamey, raw ;; 174465|Huhn, Kapaun, Innereien, roh|Chicken, capons, giblets, raw ;; 173645|Hühner, Kapaune, Fleisch und Haut, roh|Chicken, capons, meat and skin, raw ;; 174466|Huhn, Kapaun, Innereien, gekocht, geschmort|Chicken, capons, giblets, cooked, simmered"
718;E160f, Apo-carotinsäureethylester, beta-Apo-8′-;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r18;"167759|Sapodilla, roh|Sapodilla, raw ;; 167760|Sapote, Mamey, roh|Sapote, mamey, raw ;; 174465|Huhn, Kapaun, Innereien, roh|Chicken, capons, giblets, raw ;; 173645|Hühner, Kapaune, Fleisch und Haut, roh|Chicken, capons, meat and skin, raw ;; 174466|Huhn, Kapaun, Innereien, gekocht, geschmort|Chicken, capons, giblets, cooked, simmered"
719;E161b, Lutein;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r21;
720;E161g, Canthaxanthin, C.I. 40850, C.I. Food Orange 8;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r22;"171354|Babynahrung, Saft, Orange|Babyfood, juice, orange ;; 169043|Babynahrung, Saft, Orange-Karotte|Babyfood, juice, orange-carrot ;; 171355|Babynahrung, Saft, Orange und Apfel|Babyfood, juice, orange and apple ;; 170962|Babynahrung, Saft, Orange und Banane|Babyfood, juice, orange and banana ;; 170963|Babynahrung, Saft, Orange und Ananas|Babyfood, juice, orange and pineapple"
721;E162, Betanin, Betanoin, Betenrot, Beetenrot;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r23;
722;E163, Anthocyane;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r24;
723;E170, Calciumcarbonat, Kalziumkarbonat, Kalk,;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r25;
724;E171, Titandioxid, Titan(IV)-oxid, Titansäureanhydrid,;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r27;173166|Getränke, Wasser, in Flaschen, Gurke, Granatapfel mit Antioxidantien, kalorienfrei|Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories
725;E172, Eisenoxide, Eisenhydroxide;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r29;
726;E173, Aluminium;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r30;172803|Backtriebmittel, Backpulver, doppelt wirkend, Natriumaluminiumsulfat|Leavening agents, baking powder, double-acting, sodium aluminum sulfate
727;E174, Silber;?;Getränke;SIGHI_FoodList_2024-08-29_p26_r31;167639|Fisch, Lachs, Coho (Silber), roh (Alaska Native)|Fish, salmon, coho (silver), raw (Alaska Native)
728;E175, Gold;0;Getränke;SIGHI_FoodList_2024-08-29_p26_r32;"2685574|Mangold, roh|Collards, raw ;; 170406|Mangold, roh|Collards, raw ;; 168164|Rosinen, golden, kernlos|Raisins, golden, seedless ;; 168211|Kiwis, ZESPRI SunGold, roh|Kiwifruit, ZESPRI SunGold, raw ;; 169991|Mangold, schweizerisch, roh|Chard, swiss, raw"
729;E180, Litholrubin BK, Rubinpigment BK, 4B-Toner, C.I.;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r33;
730;E200, Sorbinsäure;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r35;
731;E202, Kaliumsorbat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r36;
732;E203, Calciumsorbat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r37;
733;E210 bis E213: Benzoesäure und deren Salze =;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r38;"170339|KFC, Kekse|KFC, biscuit ;; 168448|Kürbis, roh|Pumpkin, raw ;; 172086|POPEYES, Kekse|POPEYES, biscuit ;; 170302|Fast Food, Kekse|Fast food, biscuit ;; 171867|Kekse, Marie Keks|Cookies, Marie biscuit"
734;E210, Benzoesäure;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r40;
735;E211, Natriumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r41;
736;E212, Kaliumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r42;
737;E213, Calciumbenzoat;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r43;
738;E214, E215, Ethylparaben;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r44;
739;E218, E219, Methylparaben;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r45;
740;E220 - E228, Sulfite;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r46;
741;E220, Schwefeldioxid;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r47;
742;E221, Natriumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r48;
743;E222, Natriumhydrogensulfit, Natriumbisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r49;
744;E223, Natriumdisulfit, Natriummetabisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r50;
745;E224, Kaliumdisulfit, Kaliummetabisulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r51;
746;E225, Kaliumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r52;
747;E226, Calciumsulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r53;
748;E227, Calciumhydrogensulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p26_r54;
749;E228, Kaliumhydrogensulfit;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r13;
750;E231, Orthophenylphenol;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r14;
751;E232, Natriumorthophenylphenolat;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r15;
752;E234, Nisin;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r16;
753;E235, Natamycin;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r17;
754;E239, Hexamethylentetramin, Urotropin,;2;Getränke;SIGHI_FoodList_2024-08-29_p27_r18;
755;E242, Dimethyldicarbonat, Dimethylpyrocarbonat,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r20;
756;E249, Kaliumnitrit, Salpetrigsaures Kalium;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r22;"174302|Sojaproteinisolat, Typ Kalium|Soy protein isolate, potassium type ;; 170646|Sirupe, Tafelmischungen, Pfannkuchen, mit 2% Ahorn, mit Kaliumzusatz|Syrups, table blends, pancake, with 2% maple, with added potassium ;; 173661|Whiskey Sour Mix, in Flaschen abgefüllt, mit Zusatz von Kalium und Natrium|Whiskey sour mix, bottled, with added potassium and sodium ;; 170242|Pudding, Zitrone, Trockenmischung, normal, mit Zusatz von Öl, Kalium, Natrium|Puddings, lemon, dry mix, regular, with added oil, potassium, sodium ;; 167800|Apfelsaft, in Dosen oder Flaschen, ungesüßt, mit Zusatz von Ascorbinsäure, Calcium und Kalium|Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium"
757;E250, Natriumnitrit;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r23;
758;E251, Natriumnitrat, Natronsalpeter, Chilesalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r24;
759;E252, Kaliumnitrat, Salpeter, Kalisalpeter,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r26;
760;E260, Essigsäure, Eisessig;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r28;"168747|Alkoholisches Getränk, Bier, regelmäßig, BUDWEISER|Alcoholic beverage, beer, regular, BUDWEISER ;; 170580|Nüsse, Kokosnusscreme, roh (Flüssigkeit aus geriebenem Fleisch)|Nuts, coconut cream, raw (liquid expressed from grated meat) ;; 169360|Mais, süß, weiß, in Dosen, ganze Kerne, ohne Salzzusatz, fest und flüssig|Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids ;; 168541|Mais, süß, weiß, in Dosen, ganze Kerne, normale Packung, fest und flüssig|Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids ;; 174502|Hühnerfleisch, Haut (Keulen und Schenkel), mit Zusatz von Flüssigkeit, roh|Chicken, skin (drumsticks and thighs), with added solution, raw"
761;E261, Kaliumacetat, Kaliumethanoat;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r29;
762;E262, Natriumacetat, Natriumethanoat;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r30;
763;E263, Calciumacetat, Calciumethanoat,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r31;
764;E270, Milchsäure, 2-Hydroxypropansäure, 2-;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r33;
765;E280, Propionsäure, Propansäure, Ethancarbonsäure,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r36;
766;E281, Natriumpropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r39;
767;E282, Calciumpropionat, Calciumdipropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r40;"174899|Bagels, normal, angereichert, mit Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame) ;; 175049|Bagels, einfach, angereichert, ohne Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame) ;; 175063|Englische Muffins, einfach, angereichert, ohne Calciumpropionat (einschließlich Sauerteig)|English muffins, plain, enriched, without calcium propionate(includes sourdough) ;; 172828|Englische Muffins, glatt, nicht angereichert, mit Calciumpropionat (einschließlich Sauerteig)|English muffins, plain, unenriched, with calcium propionate (includes sourdough) ;; 175050|Bagels, normal, nicht angereichert, mit Calciumpropionat (einschließlich Zwiebel, Mohn, Sesam)|Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)"
768;E283, Kaliumpropionat;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r41;
769;E284, Borsäure;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r42;
770;E285, Borax, Tinkal, Natriumborat,;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r44;
771;E290, Kohlendioxid gasförmig, Kohlenstoffdioxid,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r46;
772;E296, Apfelsäure, Äpfelsäure, 2-Hydroxybutandisäure,;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r48;
773;E297, Fumarsäure, trans-Butendisäure, trans-;?;Getränke;SIGHI_FoodList_2024-08-29_p27_r50;"171033|Öl, pflanzlich, Natreon Raps, hohe Stabilität, nicht trans, hohe Ölsäure (70%)|Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%) ;; 167549|Snacks, Popcorn, in Öl gepoppt, Mikrowelle, normaler Geschmack, ohne Transfette|Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat ;; 170992|Kleinkindnahrung, MEAD JOHNSON, ENFAGROW, Toddler Transitions, mit ARA und DHA, Pulver|Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder ;; 169788|Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soja, Übergänge für Kleinkinder, mit ARA und DHA, Pulver|Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder ;; 168970|Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Übergänge für Kleinkinder, mit ARA und DHA, Pulver|Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler transitions, with ARA and DHA, powder"
774;E300, Ascorbinsäure, Vitamin C;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r52;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
775;E301, Natriumascorbat, Sodascorbat, Mononatrium;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r54;
776;E302, Calciumascorbat, Calciumdiascorbat, Calcium-L-;0;Getränke;SIGHI_FoodList_2024-08-29_p27_r56;"170985|Babynahrung, Saft, Apfel, mit Kalzium|Babyfood, juice, apple, with calcium ;; 171273|Milch, trocken, fettfrei, kalziumreduziert|Milk, dry, nonfat, calcium reduced ;; 170984|Babynahrung, Saft, Fruchtpunsch, mit Kalzium|Babyfood, juice, fruit punch, with calcium ;; 174304|Tofu, gebraten, zubereitet mit Calciumsulfat|Tofu, fried, prepared with calcium sulfate ;; 172475|Tofu, roh, fest, zubereitet mit Calciumsulfat|Tofu, raw, firm, prepared with calcium sulfate"
777;E304, Ascorbylpalmitat;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r13;
778;E306, Tocopherol, Vitamin E, tocopherolhaltige;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r14;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D ;; 173454|Milch, trocken, voll, ohne Zusatz von Vitamin D|Milk, dry, whole, without added vitamin D"
779;E307, alpha-Tocopherol, α-Tocopherol, Vitamin E;0;Getränke;SIGHI_FoodList_2024-08-29_p28_r16;"174798|Snacks, Bonbons, Joghurt mit Vitamin C|Snacks, candy bits, yogurt covered with vitamin C ;; 171641|Verzehrfertiges Müsli, POST, ALPHA-BITS|Cereals ready-to-eat, POST, ALPHA-BITS ;; 169636|Snacks, Fruchtleder, Stücke, mit Vitamin C|Snacks, fruit leather, pieces, with vitamin C ;; 2346414|Apfelmus, ungesüßt, mit Zusatz von Vitamin C|Applesauce, unsweetened, with added vitamin C ;; 170876|Milch, trocken, voll, mit Zusatz von Vitamin D|Milk, dry, whole, with added vitamin D"
